"policy_id","cal_year","occurrence_date","usage","occasional_commercial","area","province","overnight_parking","security_device","vehicle_id","body_type","vehicle_power","fuel","transmission","engine_cc","vehicle_value","gender","age","ncd_level","gross_amount","net_amount","marital","employment","occupation","years_licensed","licensing_age","vehicle_age","reported_mileage","num_drivers","exposure","employment_missing","reported_mileage_missing","engine_cc_missing"
"P0039017",2023,2023-05-12,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Hatchback","Low","Petrol","M",600,7694,"M",50,5,17352.0245459391,17102.0245459391,"Married","Employed","Primary Teacher",31,19,14,10000,1,1,0,0,0
"P0039017",2023,2023-07-21,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Hatchback","Low","Petrol","M",600,7694,"M",50,5,37519.6994937917,37269.6994937917,"Married","Employed","Primary Teacher",31,19,14,10000,1,1,0,0,0
"P0039018",2024,2024-03-15,"Private",FALSE,"Rural","Munster","Garage",TRUE,1,"SUV","Med","Diesel","M",600,10863,"F",25,1,5455.918419566,5205.918419566,"Single","Student","Actuary",8,17,8,7500,1,1,0,0,0
"P0039022",2023,2023-07-12,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Estate","Low","Petrol","M",600,15891,"F",53,1,3323.65731905134,3073.65731905134,"Married","Employed","Doctor",36,17,8,10500,2,0.945205479,0,0,0
"P0039022",2024,2024-08-02,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Estate","Low","Petrol","M",600,15891,"F",54,0,3553.06923394044,3303.06923394044,"Married","Employed","Doctor",37,17,9,15500,2,1,0,0,0
"P0039022",2024,2024-10-27,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Estate","Low","Petrol","M",600,15891,"F",54,0,11872.6198879215,11622.6198879215,"Married","Employed","Doctor",37,17,9,15500,2,1,0,0,0
"P0039024",2018,2018-08-10,"Private",FALSE,"Suburban","Leinster","Street",TRUE,1,"Estate","Med","Petrol","M",600,14113,"M",23,1,2693.66013736856,2443.66013736856,"Single","Student","Skilled Trades",2,21,6,7500,1,0.438356164,0,0,0
"P0039024",2019,2019-02-01,"Private",FALSE,"Suburban","Leinster","Street",TRUE,1,"Estate","Med","Petrol","M",600,14113,"M",24,0,20790.5479584973,20540.5479584973,"Single","Student","Skilled Trades",3,21,7,5500,1,1,0,0,0
"P0039024",2020,2020-12-21,"Private",FALSE,"Suburban","Leinster","Street",TRUE,1,"Estate","Med","Petrol","M",600,14113,"M",25,0,5713.86299894938,5463.86299894938,"Single","Student","Skilled Trades",4,21,8,6000,1,1,0,0,0
"P0039027",2019,2019-06-02,"Commuting",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Hatchback","Low","Petrol","M",600,13067,"F",46,3,7339.79344290768,7089.79344290768,"Married","Self-Employed","Nurse",27,19,11,9500,1,1,0,0,0
"P0039028",2022,2022-07-05,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Van","Med","Diesel","M",2021,45799,"F",52,1,9574.61325894302,9324.61325894302,"Married","Unknown","Skilled Trades",33,19,10,13000,1,1,1,0,0
"P0039028",2023,2023-04-06,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Van","Med","Diesel","M",2021,45799,"F",53,0,28773.3601509666,28523.3601509666,"Married","Employed","Skilled Trades",34,19,11,24500,1,1,0,0,0
"P0039028",2023,2023-07-28,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Van","Med","Diesel","M",2021,45799,"F",53,0,10106.1607766531,9856.16077665309,"Married","Employed","Skilled Trades",34,19,11,24500,1,1,0,0,0
"P0039028",2023,2023-11-13,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Van","Med","Diesel","M",2021,45799,"F",53,0,18059.5720403026,17809.5720403026,"Married","Employed","Skilled Trades",34,19,11,24500,1,1,0,0,0
"P0039030",2021,2021-12-17,"Commuting",FALSE,"Urban","Leinster","Street",FALSE,1,"Saloon","Med","Diesel","M",600,16355,"F",47,2,5824.10417471465,5574.10417471465,"Married","Employed","Actuary",29,18,7,8500,1,1,0,0,0
"P0039030",2024,2024-11-09,"Commuting",FALSE,"Urban","Leinster","Street",FALSE,1,"Saloon","Med","Diesel","M",600,16355,"F",50,3,7285.98034838288,7035.98034838288,"Married","Employed","Actuary",32,18,10,10250,1,1,0,0,0
"P0039034",2019,2019-03-25,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Saloon","High","EV","A",1848,48057,"M",44,3,13591.2562914899,13341.2562914899,"Married","Employed","Accountant",27,17,9,9000,1,1,0,0,0
"P0039034",2019,2019-12-03,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Saloon","High","EV","A",1848,48057,"M",44,3,20787.9646852057,20537.9646852057,"Married","Employed","Accountant",27,17,9,9000,1,1,0,0,0
"P0039034",2020,2020-02-07,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Saloon","High","EV","A",1848,48057,"M",45,1,55276.6436408707,50000,"Married","Employed","Accountant",28,17,10,17500,1,1,0,0,0
"P0039035",2023,2023-04-26,"Commuting",FALSE,"Suburban","Munster","Street",TRUE,1,"Hatchback","Low","Petrol","M",600,11061,"M",40,5,6920.09590979842,6670.09590979842,"Single","Employed","Retail",20,20,14,12500,1,1,0,0,0
"P0039036",2018,2018-03-08,"Commuting",FALSE,"Suburban","Ulster","Street",FALSE,1,"Saloon","Med","Diesel","M",869,15148,"M",45,2,5236.83070184507,4986.83070184507,"Married","Employed","Nurse",27,18,12,9500,2,1,0,0,0
"P0039036",2019,2019-01-08,"Commuting",FALSE,"Suburban","Ulster","Street",FALSE,1,"Saloon","Med","Diesel","M",869,15148,"M",46,0,8051.21753198327,7801.21753198327,"Married","Employed","Nurse",28,18,13,16500,2,1,0,0,0
"P0039037",2023,2023-06-08,"Commuting",FALSE,"Suburban","Ulster","Street",FALSE,1,"Hatchback","Low","Diesel","M",600,12945,"M",43,2,3432.87774965388,3182.87774965388,"Married","Employed","Accountant",22,21,8,21500,1,1,0,0,0
"P0039040",2022,2022-01-11,"Private",FALSE,"Suburban","Leinster","Street",FALSE,1,"Estate","Med","Diesel","M",967,25092,"F",41,1,16513.1682768519,16263.1682768519,"Married","Unemployed","Accountant",24,17,10,10000,1,1,0,0,0
"P0039041",2019,2019-04-20,"Commuting",FALSE,"Suburban","Leinster","Garage",FALSE,1,"SUV","High","Diesel","M",1653,48161,"M",46,2,17563.7088608165,17313.7088608165,"Married","Employed","Doctor",29,17,11,10000,1,1,0,0,0
"P0039041",2019,2019-07-09,"Commuting",FALSE,"Suburban","Leinster","Garage",FALSE,1,"SUV","High","Diesel","M",1653,48161,"M",46,2,10850.5704905956,10600.5704905956,"Married","Employed","Doctor",29,17,11,10000,1,1,0,0,0
"P0039042",2021,2021-04-06,"Commuting",FALSE,"Suburban","Leinster","Street",FALSE,1,"Estate","Low","Petrol","M",600,10344,"F",66,3,8700.71673284972,8450.71673284972,"Married","Employed","Nurse",47,19,14,11000,1,1,0,0,0
"P0039043",2019,2019-01-19,"Commercial",FALSE,"Urban","Munster","Garage",FALSE,1,"Van","Low","Hybrid","A",600,20802,"M",34,3,12957.1681325569,12707.1681325569,"Single","Self-Employed","Skilled Trades",15,19,6,8500,1,1,0,0,0
"P0039043",2020,2020-06-03,"Commercial",FALSE,"Urban","Munster","Garage",FALSE,1,"Van","Low","Hybrid","A",600,20802,"M",35,1,4177.90454872228,3927.90454872228,"Single","Self-Employed","Skilled Trades",16,19,7,21500,1,1,0,0,0
"P0039045",2018,2018-10-29,"Commuting",FALSE,"Suburban","Ulster","Street",TRUE,1,"SUV","High","Diesel","M",2265,56199,"M",37,2,5206.5326351063,4956.5326351063,"Married","Employed","Doctor",18,19,10,12000,1,1,0,0,0
"P0039050",2024,2024-08-08,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Saloon","Med","Diesel","M",611,18106,"M",43,3,18529.343076862,18279.343076862,"Married","Employed","Lecturer",26,17,10,17500,1,1,0,0,0
"P0039050",2024,2024-08-22,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Saloon","Med","Diesel","M",611,18106,"M",43,3,13156.2487404896,12906.2487404896,"Married","Employed","Lecturer",26,17,10,17500,1,1,0,0,0
"P0039053",2023,2023-06-22,"Commuting",FALSE,"Rural","Ulster","Garage",TRUE,1,"Estate","Low","Diesel","M",600,12289,"M",70,4,15703.1400539088,15453.1400539088,"Married","Employed","Accountant",52,18,9,16500,2,1,0,0,0
"P0039054",2021,2021-08-05,"Commuting",FALSE,"Urban","Leinster","Garage",FALSE,1,"Hatchback","Med","Diesel","M",600,11773,"F",44,1,16948.6792391672,16698.6792391672,"Married","Employed","Garda",25,19,10,11500,1,1,0,0,0
"P0039061",2018,2018-05-25,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",600,18387,"M",33,1,3218.04420990191,2968.04420990191,"Single","Unemployed","Farmer",14,19,9,20000,1,1,0,0,0
"P0039061",2019,2019-05-25,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",600,18387,"M",34,0,1990.86906789407,1740.86906789407,"Single","Unemployed","Farmer",15,19,10,48000,1,1,0,0,0
"P0039061",2020,2020-09-21,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",600,18387,"M",35,0,16515.8233805587,16265.8233805587,"Single","Unemployed","Farmer",16,19,11,14000,1,1,0,0,0
"P0039063",2021,2021-05-17,"Commuting",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Med","Petrol","M",871,25462,"M",44,4,6621.98064003479,6371.98064003479,"Married","Employed","Nurse",27,17,10,6000,1,1,0,0,0
"P0039063",2021,2021-07-18,"Commuting",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Med","Petrol","M",871,25462,"M",44,4,13987.0352246864,13737.0352246864,"Married","Employed","Nurse",27,17,10,6000,1,1,0,0,0
"P0039065",2021,2021-11-27,"Commuting",FALSE,"Rural","Leinster","Driveway",TRUE,1,"Saloon","Med","Diesel","M",2011,49631,"F",37,5,8446.04789138449,8196.04789138449,"Single","Employed","Farmer",17,20,13,8500,2,1,0,0,0
"P0039065",2021,2021-11-30,"Commuting",FALSE,"Rural","Leinster","Driveway",TRUE,1,"Saloon","Med","Diesel","M",2011,49631,"F",37,5,4883.09776554286,4633.09776554286,"Single","Employed","Farmer",17,20,13,8500,2,1,0,0,0
"P0039067",2024,2024-10-08,"Commuting",FALSE,"Suburban","Ulster","Driveway",FALSE,1,"Saloon","Low","Petrol","M",600,13528,"M",50,3,2565.99382891943,2315.99382891943,"Married","Employed","Accountant",32,18,13,27000,1,1,0,0,0
"P0039070",2024,2024-08-28,"Commuting",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Saloon","Low","Petrol","M",892,17040,"M",43,3,38659.9120671248,38409.9120671248,"Married","Employed","Primary Teacher",23,20,12,11250,1,1,0,0,0
"P0039072",2022,2022-08-12,"Commercial",FALSE,"Rural","Munster","Driveway",FALSE,1,"Van","Low","Diesel","M",600,12028,"F",38,2,14692.7421954947,14442.7421954947,"Single","Employed","Skilled Trades",21,17,14,39000,1,1,0,0,0
"P0039072",2023,2023-04-09,"Commercial",FALSE,"Rural","Munster","Driveway",FALSE,1,"Van","Low","Diesel","M",600,12028,"F",39,0,23153.7375159573,22903.7375159573,"Single","Employed","Skilled Trades",22,17,15,15000,1,1,0,0,1
"P0039074",2022,2022-07-08,"Commuting",FALSE,"Rural","Leinster","Street",FALSE,1,"Saloon","Med","Diesel","M",1310,36937,"M",36,0,16706.356984789,16456.356984789,"Married","Employed","Lecturer",17,19,6,9500,1,0.605479452,0,0,0
"P0039075",2024,2024-04-24,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Saloon","Med","Diesel","M",743,19079,"M",58,5,7687.96119218607,7437.96119218607,"Married","Employed","Nurse",41,17,9,10000,1,1,0,0,0
"P0039084",2024,2024-11-21,"Private",FALSE,"Urban","Munster","Driveway",TRUE,1,"SUV","High","Diesel","M",1879,41868,"F",43,3,22140.7109379539,21890.7109379539,"Married","Unemployed","Actuary",23,20,9,7000,1,1,0,0,0
"P0039088",2021,2021-11-26,"Commuting",FALSE,"Suburban","Ulster","Driveway",FALSE,1,"Estate","Low","Diesel","M",600,18264,"M",41,4,5912.90025400093,5662.90025400093,"Married","Employed","Lecturer",20,21,10,20500,1,1,0,0,0
"P0039093",2019,2019-02-03,"Commuting",FALSE,"Rural","Munster","Driveway",FALSE,1,"Estate","Low","Petrol","M",600,9443,"M",27,2,4127.89003394577,3877.89003394577,"Single","Employed","Other",7,20,10,8000,1,1,0,0,0
"P0039093",2019,2019-05-14,"Commuting",FALSE,"Rural","Munster","Driveway",FALSE,1,"Estate","Low","Petrol","M",600,9443,"M",27,2,3822.02194543362,3572.02194543362,"Single","Employed","Other",7,20,10,8000,1,1,0,0,0
"P0039093",2020,2020-12-03,"Commuting",FALSE,"Rural","Munster","Driveway",FALSE,1,"Estate","Low","Petrol","M",600,9443,"M",28,0,1152.767542369,902.767542368997,"Single","Employed","Other",8,20,11,18000,1,1,0,0,0
"P0039093",2022,2022-12-15,"Commuting",FALSE,"Rural","Munster","Driveway",FALSE,1,"Estate","Low","Petrol","M",600,9443,"M",30,1,5348.59321526027,5098.59321526027,"Single","Employed","Other",10,20,13,14000,1,1,0,0,0
"P0039094",2021,2021-07-29,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Van","Med","Diesel","M",1415,37469,"M",64,2,4497.16054118831,4247.16054118831,"Married","Employed","Skilled Trades",44,20,10,14000,2,1,0,0,0
"P0039094",2021,2021-10-30,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Van","Med","Diesel","M",1415,37469,"M",64,2,3571.84822915785,3321.84822915785,"Married","Employed","Skilled Trades",44,20,10,14000,2,1,0,0,0
"P0039097",2019,2019-01-04,"Commercial",FALSE,"Suburban","Leinster","Street",TRUE,1,"Van","Med","Petrol","M",600,17399,"F",46,2,14748.7563198968,14498.7563198968,"Married","Employed","Skilled Trades",27,19,7,19500,3,1,0,0,0
"P0039097",2019,2019-01-22,"Commercial",FALSE,"Suburban","Leinster","Street",TRUE,1,"Van","Med","Petrol","M",600,17399,"F",46,2,11866.4848432261,11616.4848432261,"Married","Employed","Skilled Trades",27,19,7,19500,3,1,0,0,0
"P0039100",2018,2018-03-26,"Commercial",FALSE,"Urban","Leinster","Street",TRUE,1,"SUV","High","Diesel","M",3178,77873,"F",33,2,4101.78572260911,3851.78572260911,"Married","Self-Employed","Doctor",15,18,8,26000,1,1,0,0,0
"P0039100",2018,2018-04-01,"Commercial",FALSE,"Urban","Leinster","Street",TRUE,1,"SUV","High","Diesel","M",3178,77873,"F",33,2,17384.1794845065,17134.1794845065,"Married","Self-Employed","Doctor",15,18,8,26000,1,1,0,0,0
"P0039100",2018,2018-10-31,"Commercial",FALSE,"Urban","Leinster","Street",TRUE,1,"SUV","High","Diesel","M",3178,77873,"F",33,2,17966.5645076147,17716.5645076147,"Married","Self-Employed","Doctor",15,18,8,26000,1,1,0,0,0
"P0039103",2019,2019-09-03,"Commuting",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Hatchback","Low","Diesel","M",600,12246,"M",23,0,9956.95837131221,9706.95837131221,"Single","Employed","Retail",3,20,9,12000,1,0.753424658,0,0,0
"P0039105",2022,2022-04-17,"Commuting",FALSE,"Urban","Leinster","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",600,9297,"M",67,5,3213.78751442947,2963.78751442947,"Married","Employed","Other",49,18,13,14000,1,0.720547945,0,0,0
"P0039108",2024,2024-04-19,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",811,20296,"M",64,4,21674.8308862276,21424.8308862276,"Married","Employed","Actuary",45,19,10,20000,1,1,0,0,0
"P0039111",2022,2022-07-03,"Commuting",FALSE,"Suburban","Munster","Garage",FALSE,1,"Saloon","Med","Petrol","M",1464,28514,"F",51,5,11869.1695744433,11619.1695744433,"Married","Employed","Nurse",30,21,14,12500,1,1,0,0,0
"P0039112",2021,2021-01-14,"Private",FALSE,"Rural","Munster","Driveway",TRUE,1,"Estate","Med","Petrol","M",1566,37556,"M",25,3,3751.4750988923,3501.4750988923,"Single","Student","Primary Teacher",5,20,11,8000,1,0.591780822,0,0,0
"P0039115",2020,2020-11-23,"Commuting",FALSE,"Urban","Leinster","Street",FALSE,1,"Hatchback","Low","Petrol","M",600,10311,"F",43,4,1977.60899728614,1727.60899728614,"Married","Employed","Garda",26,17,8,12500,1,1,0,0,0
"P0039115",2022,2022-08-06,"Commuting",FALSE,"Urban","Leinster","Street",FALSE,1,"Hatchback","Low","Petrol","M",600,10311,"F",45,3,15091.3642025207,14841.3642025207,"Married","Employed","Garda",28,17,10,13000,1,1,0,0,0
"P0039117",2023,2023-12-30,"Commuting",FALSE,"Rural","Munster","Garage",TRUE,1,"SUV","Low","Petrol","M",600,15838,"M",51,4,9003.51979422816,8753.51979422816,"Married","Employed","Retail",31,20,9,8500,1,1,0,0,0
"P0039119",2018,2018-06-29,"Commuting",FALSE,"Rural","Connacht","Driveway",FALSE,1,"Estate","Med","Petrol","M",600,19197,"M",30,1,10202.8343145206,9952.8343145206,"Married","Employed","Retail",11,19,9,15500,1,1,0,0,0
"P0039122",2021,2021-05-08,"Commercial",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Van","Med","Diesel","M",943,25537,"F",51,4,7046.10579409332,6796.10579409332,"Married","Employed","Skilled Trades",34,17,14,24500,1,1,0,0,0
"P0039122",2021,2021-08-26,"Commercial",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Van","Med","Diesel","M",943,25537,"F",51,4,5596.02480621635,5346.02480621635,"Married","Employed","Skilled Trades",34,17,14,24500,1,1,0,0,0
"P0039124",2022,2022-03-05,"Commuting",FALSE,"Rural","Munster","Driveway",TRUE,1,"Saloon","Med","Petrol","M",872,16688,"F",37,5,2854.08018663332,2604.08018663332,"Single","Employed","Farmer",19,18,12,19500,1,1,0,0,0
"P0039124",2022,2022-08-26,"Commuting",FALSE,"Rural","Munster","Driveway",TRUE,1,"Saloon","Med","Petrol","M",872,16688,"F",37,5,4317.48299925228,4067.48299925228,"Single","Employed","Farmer",19,18,12,19500,1,1,0,0,0
"P0039124",2023,2023-09-21,"Commuting",FALSE,"Rural","Munster","Driveway",TRUE,1,"Saloon","Med","Petrol","M",872,16688,"F",38,3,12987.6129955049,12737.6129955049,"Single","Employed","Farmer",20,18,13,23500,1,1,0,0,0
"P0039126",2024,2024-11-20,"Private",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Estate","Med","Diesel","M",600,21110,"M",52,0,4323.37166615015,4073.37166615015,"Married","Unemployed","Skilled Trades",35,17,8,11500,2,0.863013699,0,0,0
"P0039128",2020,2020-11-14,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Saloon","High","Diesel","M",1222,36732,"M",38,3,11791.5548385938,11541.5548385938,"Married","Employed","Nurse",19,19,14,8500,1,1,0,0,0
"P0039128",2023,2023-01-18,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Saloon","High","Diesel","M",1222,36732,"M",41,3,19671.0683432247,19421.0683432247,"Married","Employed","Nurse",22,19,17,26500,1,1,0,0,0
"P0039128",2023,2023-09-12,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Saloon","High","Diesel","M",1222,36732,"M",41,3,8488.09942940163,8238.09942940163,"Married","Employed","Nurse",22,19,17,26500,1,1,0,0,0
"P0039129",2022,2022-04-05,"Private",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Saloon","Low","Hybrid","A",600,16188,"M",24,0,8738.42703462821,8488.42703462821,"Single","Student","Nurse",6,18,10,8500,1,0.879452055,0,0,0
"P0039129",2023,2023-08-15,"Private",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Saloon","Low","Hybrid","A",600,16188,"M",25,0,2826.60858158381,2576.60858158381,"Single","Student","Nurse",7,18,11,9000,1,1,0,0,0
"P0039129",2023,2023-11-05,"Private",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Saloon","Low","Hybrid","A",600,16188,"M",25,0,26707.5769263018,26457.5769263018,"Single","Student","Nurse",7,18,11,9000,1,1,0,0,0
"P0039131",2018,2018-06-06,"Commuting",FALSE,"Suburban","Munster","Driveway",TRUE,1,"Hatchback","Med","Petrol","M",600,15946,"M",33,2,3235.18984563102,2985.18984563102,"Single","Employed","Secondary Teacher",15,18,12,9000,1,1,0,0,0
"P0039132",2018,2018-10-29,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Estate","High","Diesel","M",2985,68399,"M",55,1,5275.42482287741,5025.42482287741,"Married","Employed","Driver/Delivery",38,17,7,9500,1,0.526027397,0,0,0
"P0039137",2019,2019-12-15,"Commercial",FALSE,"Urban","Leinster","Driveway",TRUE,1,"Van","Med","Petrol","M",600,18007,"F",22,1,14454.2083158355,14204.2083158355,"Single","Student","Skilled Trades",3,19,8,10500,1,0.619178082,0,0,0
"P0039137",2020,2020-07-21,"Commercial",FALSE,"Urban","Leinster","Driveway",TRUE,1,"Van","Med","Petrol","M",600,18007,"F",23,0,3617.96407627677,3367.96407627677,"Single","Student","Skilled Trades",4,19,9,24500,1,1,0,0,0
"P0039138",2018,2018-01-29,"Commuting",FALSE,"Urban","Leinster","Garage",TRUE,1,"Hatchback","Med","Diesel","M",600,12866,"F",39,2,25457.0428632497,25207.0428632497,"Married","Employed","Garda",19,20,8,6000,2,1,0,0,0
"P0039140",2017,2017-12-03,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Hatchback","Med","Diesel","M",2223,51123,"F",30,1,31494.0139917067,31244.0139917067,"Single","Employed","Nurse",13,17,8,13000,2,0.797260274,0,0,0
"P0039140",2018,2018-04-03,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Hatchback","Med","Diesel","M",2223,51123,"F",31,0,11322.9285222315,11072.9285222315,"Single","Employed","Nurse",14,17,9,16000,2,1,0,0,0
"P0039140",2020,2020-06-21,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"Hatchback","Med","Diesel","M",2223,51123,"F",33,1,1395.54013681582,1145.54013681582,"Single","Employed","Nurse",16,17,11,15000,2,1,0,0,0
"P0039142",2022,2022-07-19,"Commuting",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",600,12108,"F",38,1,4031.80072922634,3781.80072922634,"Single","Employed","Doctor",20,18,6,14500,1,1,0,0,0
"P0039142",2024,2024-03-19,"Commuting",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",600,12108,"F",40,1,4086.90185339945,3836.90185339945,"Single","Employed","Doctor",22,18,8,14500,1,1,0,0,0
"P0039143",2024,2024-04-15,"Commuting",FALSE,"Rural","Leinster","Garage",FALSE,1,"SUV","Med","Petrol","M",600,17027,"M",55,2,517.687523467187,267.687523467187,"Married","Employed","Primary Teacher",35,20,12,10500,2,1,0,0,0
"P0039146",2019,2019-04-08,"Commercial",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Van","Low","Diesel","M",613,13477,"M",49,2,3584.77540206327,3334.77540206327,"Married","Employed","Skilled Trades",32,17,11,24500,2,1,0,0,0
"P0039149",2022,2022-06-07,"Commuting",FALSE,"Suburban","Munster","Garage",TRUE,1,"Saloon","Med","Petrol","M",679,24125,"M",45,5,53261.0838974192,50000,"Married","Employed","Nurse",25,20,14,8500,1,1,0,0,0
"P0039151",2024,2024-11-06,"Private",FALSE,"Urban","Munster","Driveway",TRUE,1,"Hatchback","Low","Petrol","M",600,8866,"M",59,1,32072.5067594432,31822.5067594432,"Married","Unemployed","Garda",39,20,12,5000,1,1,0,0,0
"P0039156",2017,2017-03-25,"Commuting",FALSE,"Rural","Leinster","Driveway",FALSE,1,"SUV","Low","Diesel","M",600,11362,"M",27,2,8752.86703180398,8502.86703180398,"Married","Employed","Retail",6,21,11,15500,1,1,0,0,0
"P0039156",2019,2019-03-10,"Commuting",FALSE,"Rural","Leinster","Driveway",FALSE,1,"SUV","Low","Diesel","M",600,11362,"M",29,1,19142.7040335687,18892.7040335687,"Married","Employed","Retail",8,21,13,10500,1,1,0,0,0
"P0039165",2023,2023-11-11,"Commuting",FALSE,"Rural","Leinster","Driveway",FALSE,1,"Estate","Low","Diesel","M",600,14378,"M",38,4,12312.8344300383,12062.8344300383,"Single","Employed","Farmer",21,17,13,14000,2,1,0,0,0
"P0039172",2019,2019-03-23,"Commercial",FALSE,"Rural","Ulster","Driveway",FALSE,1,"Van","Med","Diesel","M",804,22763,"F",50,4,15186.7440606675,14936.7440606675,"Married","Unemployed","Skilled Trades",33,17,14,18500,1,1,0,0,0
"P0039172",2020,2020-10-24,"Commercial",FALSE,"Rural","Ulster","Driveway",FALSE,1,"Van","Med","Diesel","M",804,22763,"F",51,2,8069.14188521566,7819.14188521566,"Married","Unemployed","Skilled Trades",34,17,15,24500,1,1,0,0,0
"P0039172",2022,2022-09-08,"Commercial",FALSE,"Rural","Ulster","Driveway",FALSE,1,"Van","Med","Diesel","M",804,22763,"F",53,1,7007.59390124099,6757.59390124099,"Married","Unemployed","Skilled Trades",36,17,17,43000,1,1,0,0,0
"P0039173",2022,2022-10-02,"Commuting",FALSE,"Urban","Leinster","Garage",FALSE,1,"Saloon","Med","Petrol","M",609,18052,"F",59,5,6548.61861564598,6298.61861564598,"Married","Employed","Secondary Teacher",42,17,11,13500,2,1,0,0,0
"P0039174",2022,2022-12-27,"Commercial",FALSE,"Suburban","Leinster","Street",TRUE,1,"Van","Med","Petrol","M",1622,33879,"M",45,1,11217.2519657226,10967.2519657226,"Married","Employed","Driver/Delivery",23,22,9,36500,1,1,0,0,0
"P0039175",2022,2022-03-13,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Saloon","Med","Petrol","M",865,26478,"F",50,5,1380.51303239124,1130.51303239124,"Married","Self-Employed","Primary Teacher",33,17,11,9500,1,1,0,0,0
"P0039176",2018,2018-09-02,"Commuting",FALSE,"Urban","Connacht","Street",TRUE,1,"Van","Low","Petrol","M",600,11423,"M",42,3,13443.5519291625,13193.5519291625,"Married","Employed","Skilled Trades",21,21,12,8000,1,1,0,0,0
"P0039176",2018,2018-11-14,"Commuting",FALSE,"Urban","Connacht","Street",TRUE,1,"Van","Low","Petrol","M",600,11423,"M",42,3,889.169280753467,639.169280753467,"Married","Employed","Skilled Trades",21,21,12,8000,1,1,0,0,0
"P0039178",2024,2024-04-23,"Commuting",FALSE,"Suburban","Munster","Street",FALSE,1,"Hatchback","Low","Petrol","M",600,11285,"F",38,0,9943.19809801992,9693.19809801992,"Single","Employed","Primary Teacher",18,20,7,8250,1,1,0,0,0
"P0039181",2017,2017-09-26,"Commuting",FALSE,"Suburban","Leinster","Street",FALSE,1,"SUV","High","Diesel","M",947,32610,"F",47,1,4471.80026441716,4221.80026441716,"Married","Employed","Garda",30,17,8,12000,1,0.610958904,0,0,0
"P0039181",2019,2019-11-15,"Commuting",FALSE,"Suburban","Leinster","Street",FALSE,1,"SUV","High","Diesel","M",947,32610,"F",49,0,22497.5863711776,22247.5863711776,"Married","Employed","Garda",32,17,8,10500,1,1,0,0,0
"P0039181",2021,2021-09-21,"Commuting",FALSE,"Suburban","Leinster","Street",FALSE,1,"SUV","High","Diesel","M",947,32610,"F",51,1,24121.3395203728,23871.3395203728,"Married","Employed","Garda",34,17,10,7500,1,1,0,0,0
